k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella|s__Eggerthella_lenta	0	0	0	0	0	0	0	0.09219	0	0.00296	0	0	0.00212	0	0	0.0048	0	0	0	0.00266	0	0	0	0.02033	0	0	0.00166	0	0.01407	0.00169	0	0.0031	0.00055	0	0	0	0	0	0	0.00144	0.00214	0.00221	0.00995	0	0	0	0.00042	0	0	0	0	0.00373	0.00937	0	0	0	0.00531	0	0	0	0	0	0	0.01946	0	0	0.00059	0	0	0.00491	0	0.00382	0.0033	0	0	0.01743	0	0.00328	0.00115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03478	0	0	0	0	0.00615	0	0	0	0	0	0	0.01125	0.00021	0	0	0	0	0	0	0	0	0	0	0	0.00901	0.10101	0.0005	0	0.00133	0	0	0	0.00481	0	0	0.02558	0.16773	0.06717	0.00336	0	0.0068	0	0.00107	0	0.01592	0.00081	0	0	0.0136	0	0.0077	0	0	0	0	0	0	0	0.02377	0	0	0.00392	0	0	0.0029	0	0	0	0	0	0	0.00608	0.00016	0.00026	0	0	0	0.00101	0	0.00157	0	0	0	0.00182	0	0	0.01253	0	0	0.00217	0.00069	0.0009	0	0.00285	0	0.00974	0	0	0	0	0	0.00258	0	0	0	0.00658	0	0	0	0	0	0.00118	0	0	0	0.01866	0	0	0	0	0.00137	0.00223	0	0	0	0	0	0.01134	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella|s__Eggerthella_unclassified	0.06939	0.0108	0	0.02423	0.00638	0	0.03247	0.26117	0	0.01369	0.07372	0	0.01944	0.02301	0	0.01835	0	0.00258	0	0.04522	0.00871	0	0.0192	0.06879	0.00652	0.00305	0.03652	0	0.03631	0.04565	0	0.05022	0.01903	0	0	0.0053	0.00124	0.00987	0.01392	0.02108	0.01629	0.00552	0.10622	0.00088	0	0.00265	0.06336	0	0	0	0.00425	0.01768	0.10274	0.0022	0.01827	0	0.03835	0	0.0227	0.04119	0.04426	0	0	0.13575	0.00998	0.0039	0.02043	0.00199	0.00431	0.00482	0.00586	0.05416	0.00748	0.01082	0.01211	0.03432	0.10225	0.06198	0.00052	0.05969	0	0	0	0.01024	0	0.0173	0	0	0	0.00068	0	0.00811	0	0	0	0	0	0	0	0	0.01259	0.00075	0.13493	0	0	0	0.01502	0.02443	0.10848	0.05299	0.04043	0.00615	0	0.0023	0.01494	0.00617	0.07732	0.00193	0.00294	0	0.00333	0	0	0.0452	0.00544	0.0129	0.00247	0.07389	0.22408	0.0124	0.00235	0.05422	0.00067	0	0.00124	0.11015	0.14233	0	0.06908	0.91323	0.06719	0.02171	0.00115	0.03258	0	0.01791	0.00095	0.03518	0.03171	0.00526	0.00413	0.01613	0.02876	0.0322	0.02848	0	0.00699	0.01256	0.00565	0	0.02396	0.04881	0	0.00787	0.00491	0.00812	0	0.02618	0	0	0.01122	0.03751	0.00857	0.00301	0.01988	0.0458	0.05277	0	0.00712	0	0.02454	0.01794	0.07396	0.00466	0.00228	0.00579	0.01604	0	0.0072	0.09484	0.00994	0.03029	0.01904	0.00802	0.00673	0	0.01345	0	0	0.04333	0.0023	0.05552	0.05752	0.00863	0.03801	0.02529	0.00403	0	0.01908	0	0	0	0.01775	0	0	0.00651	0	0	0.09001	0	0	0.20424	0	0.0321	0.04644	0	0.04544	0	0.02766	0	0.05527	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae	0	0.01557	0.00917	0	0	0	0.01645	0.00489	0	0	0	0	0	0.00742	0.00129	0.00247	0	0.01063	0.00517	0.00517	0	0	0	0.00794	0.0074	0.01051	0.02262	0	0.0139	0.00211	0.00738	0.00174	0	0	0	0.00104	0	0	0	0.00669	0.00934	0	0.0039	0	0	0.01848	0.00797	0	0	0.00776	0	0.00285	0.00064	0	0.00792	0.00544	0	0	0.03238	0	0	0	0	0.04641	0	0.00043	0	0	0	0.01432	0.00711	0.00242	0	0	0	0.00379	0	0	0.02262	0	0	0.0037	0.00149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01299	0	0	0	0	0	0.0012	0	0	0	0.01464	0.01424	0.00156	0	0.00145	0.00252	0	0	0	0	0	0	0	0	0	0	0.02039	0.01037	0	0.00973	0	0	0	0	0	0.00338	0	0	0	0.08705	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00374	0	0	0	0	0	0	0.00315	0	0	0	0.00296	0	0	0	0	0	0	0.00888	0	0.00388	0	0	0.0271	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0.00534	0	0	0	0	0	0	0	0	0	0	0	0.00492	0	0	0	0	0	0.00456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Olsenella|s__Olsenella_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00072	0.00436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003	0	0	0	0	0	0.00024	0	0	0	0	0	0	0	0	0	0	0	0.04462	0	0	0	0.00057	0	0	0	0	0	0	0.00038	0	0	0	0	0	0	0	0	0.00357	0	0	0	0	0	0	0	0	0	0	0.0076	0	0	0	0	0	0	0	0	0	0	0	0.0004	0	0.00799	0	0	0	0	0	0.0053	0	0	0	0	0	0	0.00013	0	0	0	0.00129	0.00055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00876	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia|s__Slackia_piriformis	0	0	0	0	0	0.00809	0	0	0.00363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01386	0	0	0	0	0.00793	0	0	0	0	0	0	0	0.02468	0	0	0	0	0	0	0	0.00072	0	0.00379	0	0	0	0	0	0.04644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0542	0	0	0	0	0.00202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae	0.01021	0.38671	0.07123	3.28782	0.00049	1.46022	0.00237	0.00551	2.23733	0.06056	0.00707	0.0068	1.40813	0.00903	1.17859	0.28494	0.00662	0.22511	1.30399	0.00063	1.34539	6.75447	0.46341	0.00544	2.22343	0.84054	0.57416	0.03747	0.41828	0.23245	0.50837	1.81835	4.02312	1.21174	0.06101	0.04206	0.60304	0.30955	18.01632	1.13421	1.5622	0.55787	0.0192	0.09694	6.28006	1.5926	5.65044	0.16841	2.24766	0.5025	0.27562	1.32892	0.00311	0.7615	2.43224	0.00651	2.37792	1.6484	0.05778	0.01331	3.62357	3.37796	0.30743	0.01959	0.01369	1.13516	0.0103	1.28655	2.05315	1.6148	0.01106	0.01117	0.01842	0.17459	4.79454	1.98233	0.00644	1.45096	0.21401	0.01386	0.26394	2.10472	0.46453	2.37458	0.23394	0.11096	0.60266	0.64737	0.33983	1.57792	0.25991	4.64793	0.03484	0.00873	0.6026	2.4672	2.48115	2.68077	0.18398	1.90743	2.29413	0.05599	1.34452	0.01755	0.01647	0.51277	0.4404	2.19816	0.00482	0.01159	0.38374	0.35352	1.03714	0.19103	3.18709	1.14216	0.04174	0.42972	1.38022	0.15731	0.53521	0.01475	0.02087	1.68308	2.88405	12.79036	0.0109	1.88748	8.87209	0.00492	1.3501	0.20215	1.19207	7.95281	0.0355	0.01735	0.0371	4.34613	1.79332	0.99949	0.00879	0.58729	0.00235	0.00315	2.22721	2.51126	1.9562	2.79736	1.88631	2.73559	3.12237	4.13522	0.13219	7.12602	0.88427	0.60617	0.60138	4.15127	0.02992	4.66174	1.16744	27.5251	0.03291	2.21208	0.05132	0.00466	0.02844	0	0.00843	0	0.00134	0.87223	0	2.54593	0.03331	0.02649	0.01132	6.23034	0.02308	0.13309	3.32438	2.164	6.15869	0.14991	0.00967	0.01486	1.07245	0.01109	0.01466	0.02602	2.44126	4.92203	1.08722	1.52252	0.61206	5.66805	0.01691	0.00936	5.97276	0.02668	0.0077	0.00961	0.01893	1.56356	0.02959	12.63783	0.82314	0.00344	0.01441	0.22779	1.32433	0.09231	0.00428	0.01951	1.03387	7.87272	0.03171	0.01429	1.04948	8.68715	3.41254	0.03148	4.38159	0.00858	0.68199	3.47631	0.08662	1.03358	50.12001	0	15.02789	1.88819
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus	0.11513	2.35033	0.01389	0	0.00218	0.04957	0.73039	0.61412	0.15059	0.0166	0.00351	0	0.01524	0.55276	0.01486	0.0871	1.15639	0	0.80198	0.00014	0.10268	2.85511	0.44129	0.00049	0.51445	0.02894	0.77014	0.22122	2.98472	1.70921	1.30811	0.38923	1.6457	4.47446	0.04131	0.11709	0.00589	0.0716	0.00906	2.19214	3.5512	0.09537	0.1818	0.09502	0	3.77031	0.03696	0.67464	0.76054	0.29227	0.28977	0.0308	0.41234	0.1416	0.17374	0.4886	0	0.09643	0.40923	0.20634	1.48961	0.04992	0.03156	0.00303	0.03608	0.02435	0.00955	0.16749	0.22176	0.33306	0.01751	0.0032	0	0	0.36211	0.39594	0.05314	0.09086	4.12479	0.11101	0.00803	0.12904	0	0.47502	0.00104	1.2021	0.46547	0.01185	0.00389	0.22723	0.21602	2.72101	0.05439	0.0427	0.14224	0.01599	0.01273	1.6385	0.01093	0.05834	0.03706	0.02769	0.98891	0	0	2.2482	0.00736	0.88156	0	0.23761	0.01331	0.99952	0.02373	0.00204	0	0.02293	10.82182	0.0339	0.0039	0.01188	0.11072	0	0	0.86267	0	0.00664	0.02194	0.02589	0.00062	0.04673	0.0075	0	0.00466	0.01752	0	0.00082	0.02679	0	0.07791	0	0.00092	0.04606	0.11744	0.1672	0.173	0	0.18103	0.44472	0.03982	0.03992	0.15743	0	0.01802	0.00165	2.25666	0.00759	0.35442	0.07198	0.0015	1.38987	0.01084	0	0	0.04601	0.01669	0	0.01541	2.96019	0.00989	0.98332	0.09065	0.0247	0.00657	0.00988	0	0.00155	0	0.00526	0.70541	0.00074	0.01219	0.13857	0.02896	0.00022	0.00098	0.27359	0.00281	0.0081	0.11763	0.00023	0.77857	0.20149	10.21033	0.20633	0.02939	0.00317	0.02026	0	0	0.01053	0	0.50416	0.00065	0.37466	0.00014	1.05286	1.5326	0.00741	0.04425	0.00137	0.58075	0.02847	0.00187	0	0	0	0.02969	0	0.07985	0	0	0.00846	6.29663	0.2065	0.01283	0.12099	0.02271	0.28072	0	0	0.01172	0.01129
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus	0.021	0	0.10869	0	0.00332	0	0	0	0.01222	0.04464	0	0	0.07655	0	0	0.01462	0	0.10462	0.11334	0.00204	0.18565	0	0.0618	0	0.00079	0.01458	0.29162	0.18139	0.14981	1.52322	0	0.22746	0.00449	0.00105	0.00713	0.2009	0.47808	0.02429	0	0	0.07505	0.00404	0.00189	0.08964	0	0.01894	0	0.00136	0.01128	0.47274	0.22018	0.5029	0	0.00486	0.68898	0	0.52162	0.02519	0.42357	0	0.01797	0.17651	0.13294	0.09316	0.0277	0	1.2009	0.43714	0.20397	0.03695	0.00315	7.21847	0.12541	0	0.09055	0.00734	0.00646	0.00497	0.01557	0.8634	0.00439	0.21169	0.00195	0	0	0	0.02833	0	0	0.00386	0	0	0	0	0.03431	0.10979	0.00434	0.03459	0	0.10178	0.03858	0.82566	0.38159	0.00089	0	0.04148	0.00717	0	0	1.6062	0	0	0	0.00519	0	0	0.00117	3.21905	0	0.01056	0.18779	0	0.00622	0	0.00039	0	0	0	0.00115	0	0	0.00039	0.81074	5.16041	0	0.00175	0.00289	0.00104	0.10597	0.00016	0	0.00211	0.00033	0	0.00197	0	0.00424	0.00122	0	0	0	0	0	0.0027	0.09027	0	0	0.00063	0	0.0015	0	0	0	0.00232	0	0	0.0068	0	0	0	0	0.00504	0	0	0	0.00621	0	0	0	0.04662	0.00018	0	0	0	0	0.00139	0	0	0	0	0	0.06916	0	0.08152	0.00032	0	0.00076	0	0	0	0	0.01769	0	0.00225	0	0	0.01225	0	0	0	0.00098	0	0	0	0	0	0	0	0.0293	0	0.0005	0.01074	4.03475	0.03206	0	0.01335	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola	5.9583	0.00488	0.00371	0.03493	0.03765	0.04499	0.00352	0.03784	0.04963	24.09857	0.00628	0.02629	0.0065	0.00839	1.6232	0.01848	0.0349	0.00782	0.01606	0.02321	0.19194	0.01021	2.59405	0.00393	0.00619	4.34523	0	0	0.03039	0.02505	0.00445	0.01021	0.07123	0.04551	1.78665	0.02629	0.04528	34.09311	0.08554	17.77234	0.00233	0.31255	0.00541	16.55351	0	0.06739	0.06578	17.23488	8.99357	21.17022	1.88037	0.05844	19.86714	0.05462	0	0.03098	0.0019	0.04712	0	0.01252	0.03595	0.11845	0.06228	0.01131	0.03154	0	0.03018	0.00076	0.00891	0.00504	0.02655	0.13494	0.00703	17.5529	0.00716	14.74802	0.02354	0.04996	0.03583	9.56149	13.38187	0.00478	0.00217	2.16018	0.48884	0.02077	1.1617	0.17076	7.90983	10.72986	0.00498	0.42781	0	0	8.88453	7.09787	1.35964	0.01693	6.86429	25.6846	1.09713	0.02547	0.6377	0.13903	28.20071	0	13.56226	0.09918	0.03288	0	5.01553	0.00071	3.6057	4.0096	7.15412	0	0.00484	0.02004	1.00978	0.66299	0.00681	0.0062	0	0.00296	0	0.0003	0	0.00789	0.00381	0.01855	0.88126	0	0	0.00234	0.12723	0.02388	0	0.01397	0.00245	0	0.07466	0.00204	0	0	0.00523	0	0.0038	0.01904	0.01088	0.00959	8.36783	0.00208	0.06958	14.6749	0	0.00949	10.14018	0.23897	0.0348	0.03537	0.0447	0.06209	0.01221	0.66461	0.10274	0	0.50871	0.01233	0.01185	0.12407	0.03161	0.98784	0.01723	3.93215	0.01945	0.08665	0.02854	0.15571	19.08209	0.09936	12.85339	0.10794	0.01987	0.02825	0	0.02682	1.40005	0	0	0.04048	0.04406	0.04409	0.05604	0.00304	3.8372	1.46405	0.0054	0.06253	0	0.12822	0.07019	0.00073	0.05496	2.45753	0.01786	0.00384	0.00404	16.87807	35.10563	0.02732	0	0.26669	0.00059	0.08538	0.15368	0	0.49772	0	0.10495	0.09671	0	0.05366	0.03292	0.01586	0.32064	0.5605	0.02734	0	4.84819	0	0.0113	1.26403
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprophilus	0	0	0.00118	0.02768	0	10.32291	0	0.00322	0.10135	0	0	0	0	0	0	0	0.01237	0	0	0	0	0	0	0	0.00859	6.2048	0	0	0.01138	0	0	0.00096	0	0	0	0.18652	0.02361	0.01593	0.01698	0.00986	0	0.01276	0	0	0	0.00841	0.01627	0.00945	0	0.00015	0	0	0.02436	0	0	0.04016	0	7.76483	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00042	0	0.00119	0	0	0.00032	0	0	0	0	0.00234	3.96291	4.14496	0	9.67933	0	0	0.04212	21.12872	0	0	0	4.80536	0	0	0	0	0	0	0.2334	0	0	0	0	3.48572	0	0	0	0	0.00178	0	0	0	0	0	0	0	0	0	0	0	0	0.00669	0	0	0	0	0	10.30219	0	0	0	0	0	4.43176	0	0.00527	0	0.00952	0.01607	0	0	0	0	0	0	0.02675	0	0.00714	9.94327	0.01	0.01161	0.01466	0	0	0	0	0.00574	0	0	0	0.01427	0	0.01742	0	0.01525	0.00897	0.00506	0.01025	9.69711	0.00437	0.02157	0	0	0	0	0	0	0	0	0.02479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00895	0	0.99099	0.00487	0.01614	0	0.04063	0.00068	0	0	0	0.00059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei	3.25208	0.08212	0.09191	0.01218	0.02704	0.47096	6.05966	0.29727	0.16596	0.10047	5.90774	0.02216	4.32987	5.89157	0.03831	0.01523	0.10666	0.67094	1.74261	5.68245	0.31177	0.01604	0.46115	0.83575	0.2773	2.67933	0.86191	0.19036	0.07173	1.51979	4.23727	4.37983	6.07411	1.82193	0.26698	0.06481	1.08075	1.15428	15.8813	0.67554	0.49248	0.43366	21.03421	0.02201	0.31386	0.01872	0.01537	0.97427	0.46097	0.21384	5.96481	3.59003	16.98667	0.23783	0.15097	2.4778	3.10359	0.00831	0.36132	16.96461	0.03301	1.3833	1.67898	1.42338	0.66854	0.87312	36.74261	7.01832	5.18724	3.88975	0.0452	0.10419	0.02338	0.06833	1.29316	1.62115	4.22634	0.47686	0.02792	0.26845	0.17219	0.33062	1.28906	0.31906	0.00241	0.01202	0.26891	0.01473	0.03057	0.08825	6.17562	0.0652	1.83701	0.34111	1.07118	0.02855	1.13121	0.05063	0.04402	1.15483	1.06189	0.71593	0.10599	0.02697	0	0.58898	0.36628	12.4562	4.901	7.79986	0.50649	2.07425	1.76455	0.27801	0.02096	0.38609	34.01159	0.18167	0.14046	0.07998	0.33086	0.01531	0.12605	0.00627	0.35714	8.04969	0.34508	0.05575	0.02545	0.23724	0.26197	0.04406	0.02335	0.08312	8.44472	1.45917	0.99277	3.61572	0.19931	1.13749	14.72629	0.50358	0.26914	7.99233	5.48198	9.39982	9.90435	0.02523	0.19284	0.01643	0.83616	0.34311	0.39796	0.00334	0.02087	1.85065	4.07464	0.48537	0.68257	0.0624	3.21325	0.1336	0.01595	0.67673	0.09009	0.01085	0.05524	0.00275	0.00312	0.00734	0.03845	0.26442	1.52508	0.05108	1.77674	1.9946	0.01963	0.3824	38.10978	0.09149	0.76577	1.527	0.01299	0.04221	17.6458	0.00282	0	0.05272	0.0027	0.0233	0.04102	0.1466	0.01001	0.00921	2.12157	3.27923	0.10237	9.40826	3.18681	0.14679	0.02536	7.71481	0.11177	0.34143	0.01281	0.01258	1.39351	0.07218	0.01864	0.05963	0.21191	0.19259	0.05903	0.04678	0.04225	0.0185	0.52276	0	0.12775	1.45986	0.4837	0.02777	0.10785	0.02769	0	0.11476	0.88171	0.15057	4.01563	11.79555	0.53383	0.20311
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii	0.0019	0	0.02814	0.01801	0.01345	0	0.00988	0	0.17961	1.01689	19.03908	0.00933	0	0	0	0.0557	0	0.00734	0.01023	4.65862	0.07483	0.03773	0	0	0.03123	0.07948	11.3446	0.01702	11.3446	0	0	0.01614	0.00339	0.0017	0.03629	0	0.02274	0	0	0.03926	33.35914	0.04493	0.03349	0.01162	0	0.04608	0.03986	7.25574	0.87049	6.31416	0.16083	3.81022	0	0.00538	0	0	24.041	0.02637	0.97546	0	0.00873	2.85908	0.03784	0.24749	0.03505	0	0.0036	10.42429	6.49185	0.1424	7.99421	19.21471	0.04685	0.00897	1.49238	2.015	0.00215	0.00987	0.04932	0.42165	0.0448	0.99333	0.00101	0.00497	0.14116	0.01825	0.02017	0	0.03795	0.00338	0	36.28196	0.00656	0.45605	0.55222	0.0632	0	8.45919	0.11301	2.20066	1.13285	10.95544	0.17202	0.03123	0	0.0997	0.08185	0	0	0.019	0.03455	9.40261	0.2903	0.00034	0.00056	0.00014	0	0.03032	0	0.01892	0	0.00315	0	2.02015	0	0	0	0.0193	0	0	0.01068	0.00085	0	0.00833	0	0.01387	0.01137	0.00874	0	0	0	0.00197	0	0	0.02691	0.01223	0	0.05443	0	5.92431	0.03304	0	0.01463	8.15796	0.81762	0.0198	0.00032	0.20417	0.01825	0	0	0	0	0.12529	0.00274	0	0.01666	0.00088	0	0.00235	0	0.17278	0.00463	0	0.00073	0.00524	0	0.00163	0	0.00418	0.17761	0.7036	0	0	0.01662	0	0	0	0	0	0	0.00874	0.00054	0.00041	0.04946	0.0206	0.01642	0.00899	0	0.00958	0.00028	0.08171	0.00143	1.31432	0.00085	0.04813	0.55174	0.00046	0	0.18532	3.07947	0.00041	0.01292	0	0.08145	0	0.00506	0	0.14995	0	0.05243	0.0139	0.00795	0.01884	0.02842	0.84033	0.00212	0	0.01262	0	0.02322	0.00749
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis	0.00031	0.01062	0.01183	0.00304	0.00066	0.00195	0	0.00307	0.01225	0.43168	0.00496	0.0009	0.00017	0	0.02153	2.7072	0.00323	0.00124	0.00094	0.06274	0.03227	0.00133	0.01316	0.00224	0.01169	0.09218	0	0.00981	0	0.01261	1.4902	0.00399	0.00816	0.03244	0.0221	0.01638	0.02017	0.01311	0.00625	0.00563	0.0053	0.0082	0.00694	0	0.01614	0.01875	0.01203	0.01036	0.02336	0.01136	0.04451	2.26074	0.00437	0.0056	0	0.0994	0	0.00878	0.87525	0	0.02519	0.05103	0.01336	0.01374	0	0	0.04949	0.03096	0.02333	0.02351	0.00077	0.02299	0.01036	0	0.006	0.16932	0.00077	0.02633	0	0.00481	0.00582	0.1024	0.00085	0	0	0.0097	0.13522	0.01554	0.00669	0.03988	0.11728	0.64582	3.37232	0	0.13136	0.03515	0	0.00187	0.00429	0.01934	0.13753	0.00224	0.0308	0	0	0.0096	0.00728	0	0.00272	0	0.00344	0.00064	0.04269	0	0.00484	0.00067	0	0.05123	0	0.00451	0.00146	0.00503	0.00496	0	0	0.01306	0.00997	0.00533	0.00999	0.00053	0.00064	0.02254	0.00042	0.00357	0.0058	0.00314	0.00267	0.12336	0.00088	0.00566	0.00169	0.03358	0	0	0.0061	0.00113	0	0.04287	0.00199	0.00479	0.00598	0.01191	0.02734	0.00306	0.02073	0.00084	0.00861	0.08388	0.01122	0.00322	0	0.00863	0	0.00112	0.00742	0	0.00265	0.00194	0.00268	0.00428	0.00357	0.00077	0.00253	0.00611	0.00608	0.00348	0	0.00639	0.00348	0.00463	0.01025	0.02848	0.03922	0.00856	0.00149	0.00305	0.00199	0.0041	0	0.00998	0.0026	0.00079	0.03933	0.00668	0	0.00088	0.00982	0.00184	0.00538	0.01994	0.00109	0.01038	0.00476	0.00698	0.01516	0.01116	0.0026	0.00676	0.03385	0.00783	0.0174	0.22565	0	0	0.01086	0.01043	0.00392	0	0.00408	0.00066	0.19313	0.00373	0.01148	0.01671	0.01877	0.01213	3.08263	0.01583	0.01577	0	0.01308	0.0012
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii	21.5277	0.03182	2.41865	0.0031	0.20274	0	0.91765	0.00114	0.05856	0.00492	9.30881	0.00169	0.93003	0.73758	0.0011	0.42789	0	0.00103	0.50581	0.75666	0.1233	6.07517	0	0.0025	0.09049	1.6675	0	0.40897	0.29513	0.00705	0.00498	1.42137	0.00893	6.82334	0.02398	0.01616	0	0.14224	0.5276	0	0.57202	0.3541	0.0127	0.00236	0.75789	0.02386	0.0229	3.92656	1.3278	2.84775	1.38841	5.78209	0.53876	0.16721	0.60917	0	0.00549	0.85294	0.53117	0	0.31066	0.0067	0.45609	1.58716	0	0.00071	0.00416	5.57396	8.27676	3.59933	0.0014	0.02877	0.0273	0.00395	0.83378	0.0006	2.52344	0.0118	0.16018	0.02046	0	0.03966	0.45336	0.04531	0.16363	2.62934	0.60766	0.00637	0.04553	0	0.48474	0.00151	0.01743	0	0.22152	0.18033	0.16548	0.04138	0.43668	0.43879	0.15383	0.03606	0.05011	0.01598	0	8.93134	0.43744	0	1.338	0	0.00857	1.78931	1.65531	0.5323	3.08222	0.00014	0.02469	2.07524	0	0.00812	1.60574	0.15977	0	0.00065	0.26807	0.01091	0.00021	0.01041	0.64884	0	0.10327	0.00283	0.72139	3.98014	0	0.78958	6.29031	0.00198	0.01173	0.00475	0	0.00807	0.00086	0.00029	7.5388	0.66093	0	0.59126	0.68386	0.00025	0	2.02654	0	0.17444	1.48802	0.00786	0.00424	0.02852	0.00837	0	0	0	0	0.26606	0.00121	0	0.19076	11.78782	0.05022	0.05569	0.01071	0.33312	0.0286	0.0725	0.00057	0	0	0.74011	0.00092	0.00737	0.00052	0.00212	6.28906	0.04753	0.00052	0	0.17688	0.00051	0	0	0	0	0.5199	0.01841	0.24426	0	0.02523	0.00094	0.00122	0.00366	0.0014	0.03526	0	0.07572	0.00232	0.00118	0.19864	0.01792	0.01255	0	5.16089	0.05809	0.02611	0	0	0	0.01395	0	0.0442	0.00155	0.55112	0	0.01076	0.00392	0.32328	0.04422	0	0.84621	0.05897	0	0.00401	0.19353
